Reserve Number,Charter ID,Charter Date,Status,Total Billed,Charges (itemized),Total Paid,Payments (itemized),Balance Owing
005781,4746,2012-01-29,closed,997.50,2026-03-03 17:28:56.010309: $950.00; 2026-03-03 17:28:56.010309: $47.50,997.50,2025-07-24: $997.50 (bank_transfer),0.00
005782,4747,2012-01-30,closed,997.50,2026-03-03 17:28:56.010309: $950.00; 2026-03-03 17:28:56.010309: $47.50,997.50,2025-07-24: $997.50 (bank_transfer),0.00
005783,4748,2012-01-31,closed,997.50,2026-03-03 17:28:56.010309: $950.00; 2026-03-03 17:28:56.010309: $47.50,997.50,2025-07-24: $997.50 (bank_transfer),0.00
005784,4749,2012-01-20,closed,50.00,2026-03-03 17:28:56.010309: $40.00; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $8.00; 2026-03-03 17:28:56.010309: $2.00,50.00,2025-07-24: $50.00 (bank_transfer),0.00
005785,4750,2012-01-21,closed,50.00,2026-03-03 17:28:56.010309: $40.00; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $8.00; 2026-03-03 17:28:56.010309: $2.00,50.00,2025-07-24: $50.00 (bank_transfer),0.00
005786,4751,2012-01-26,closed,0.00,2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $0.00,0.00,,0.00
005787,4752,2012-01-21,closed,468.00,2026-03-03 17:28:56.010309: $390.00; 2026-03-03 17:28:56.010309: $39.00; 2026-03-03 17:28:56.010309: $19.50; 2026-03-03 17:28:56.010309: $19.50,468.00,2025-07-24: $263.00 (bank_transfer); 2025-07-24: $205.00 (bank_transfer),0.00
005788,4753,2012-01-21,closed,395.00,2026-03-03 17:28:56.010309: $350.00; 2026-03-03 17:28:56.010309: $17.50; 2026-03-03 17:28:56.010309: $10.00; 2026-03-03 17:28:56.010309: $17.50,395.00,2012-01-24: $220.00 (unknown); 2025-07-24: $175.00 (bank_transfer),0.00
005789,4754,2012-01-24,closed,332.50,2026-03-03 17:28:56.010309: $350.00; 2026-03-03 17:28:56.010309: $17.50; 2026-03-03 17:28:56.010309: $17.50; 2026-03-03 17:28:56.010309: $-52.50,332.50,2025-07-24: $175.00 (bank_transfer); 2025-07-24: $157.50 (bank_transfer),0.00
005790,4755,2012-01-28,closed,488.74,2026-03-03 17:28:56.010309: $412.50; 2026-03-03 17:28:56.010309: $20.62; 2026-03-03 17:28:56.010309: $35.00; 2026-03-03 17:28:56.010309: $20.62,488.74,2025-07-24: $165.00 (bank_transfer); 2025-07-24: $323.74 (bank_transfer),0.00
005791,4622,2012-01-28,closed,726.00,2026-03-03 17:28:56.010309: $660.00; 2026-03-03 17:28:56.010309: $-100.00; 2026-03-03 17:28:56.010309: $38.00; 2026-03-03 17:28:56.010309: $100.00; 2026-03-03 17:28:56.010309: $28.00,726.00,2025-07-24: $726.00 (bank_transfer),0.00
005792,4623,2012-01-20,closed,123.12,2026-03-03 17:28:56.010309: $112.50; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $5.00; 2026-03-03 17:28:56.010309: $5.62,123.12,2025-07-24: $123.12 (bank_transfer),0.00
005793,4624,2012-01-24,closed,1338.75,2026-03-03 17:28:56.010309: $1275.00; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $63.75; 2026-03-03 17:28:56.010309: $0.00,1338.75,2025-07-24: $990.00 (bank_transfer); 2025-07-24: $325.00 (bank_transfer); 2025-07-24: $23.75 (bank_transfer),0.00
005794,4625,2012-01-25,closed,250.00,2026-03-03 17:28:56.010309: $227.28; 2026-03-03 17:28:56.010309: $11.36; 2026-03-03 17:28:56.010309: $11.36,250.00,2025-07-24: $250.00 (bank_transfer),0.00
005795,4626,2012-01-25,closed,449.45,2026-03-03 17:28:56.010309: $409.00; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $20.00; 2026-03-03 17:28:56.010309: $20.45,449.45,2025-07-24: $449.45 (bank_transfer),0.00
005796,4627,2012-02-03,closed,429.00,2026-03-03 17:28:56.010309: $390.00; 2026-03-03 17:28:56.010309: $19.50; 2026-03-03 17:28:56.010309: $19.50,429.00,2025-07-24: $429.00 (bank_transfer),0.00
005797,4628,2012-01-27,closed,223.00,2026-03-03 17:28:56.010309: $195.00; 2026-03-03 17:28:56.010309: $9.75; 2026-03-03 17:28:56.010309: $8.50; 2026-03-03 17:28:56.010309: $9.75,223.00,2025-07-24: $223.00 (bank_transfer),0.00
005798,4629,2012-01-27,closed,196.50,2026-03-03 17:28:56.010309: $165.00; 2026-03-03 17:28:56.010309: $8.25; 2026-03-03 17:28:56.010309: $15.00; 2026-03-03 17:28:56.010309: $8.25,196.50,2025-07-24: $196.50 (bank_transfer),0.00
005799,4630,2012-04-26,closed,0.00,2026-03-03 17:28:56.010309: $0.01; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $-0.01,0.00,,0.00
005800,4631,2012-02-14,closed,231.00,2026-03-03 17:28:56.010309: $210.00; 2026-03-03 17:28:56.010309: $10.50; 2026-03-03 17:28:56.010309: $10.50,231.00,2025-07-24: $231.00 (bank_transfer),0.00
005801,4632,2012-03-24,closed,231.00,2026-03-03 17:28:56.010309: $210.00; 2026-03-03 17:28:56.010309: $10.50; 2026-03-03 17:28:56.010309: $10.50,231.00,2025-07-24: $231.00 (bank_transfer),0.00
005802,4633,2012-03-17,closed,105.00,2026-03-03 17:28:56.010309: $100.00; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $5.00,105.00,2025-07-24: $105.00 (bank_transfer),0.00
005803,4634,2012-01-28,closed,289.25,2026-03-03 17:28:56.010309: $195.00; 2026-03-03 17:28:56.010309: $9.75; 2026-03-03 17:28:56.010309: $19.50; 2026-03-03 17:28:56.010309: $55.25; 2026-03-03 17:28:56.010309: $9.75,289.25,2025-07-24: $234.00 (bank_transfer); 2025-07-24: $55.25 (bank_transfer),0.00
005804,4635,2012-01-28,closed,330.00,2026-03-03 17:28:56.010309: $300.00; 2026-03-03 17:28:56.010309: $15.00; 2026-03-03 17:28:56.010309: $15.00,330.00,2025-07-24: $412.50 (bank_transfer); 2025-07-24: $-82.50 (bank_transfer),0.00
005805,4636,2012-01-29,closed,250.00,2026-03-03 17:28:56.010309: $227.28; 2026-03-03 17:28:56.010309: $11.36; 2026-03-03 17:28:56.010309: $11.36,250.00,2025-07-24: $250.00 (bank_transfer),0.00
005806,4637,2012-01-12,closed,160.00,2026-03-03 17:28:56.010309: $150.00; 2026-03-03 17:28:56.010309: $2.50; 2026-03-03 17:28:56.010309: $7.50,160.00,2025-07-24: $160.00 (bank_transfer),0.00
005807,4756,2012-08-25,closed,2000.94,2026-03-03 17:28:56.010309: $1500.00; 2026-03-03 17:28:56.010309: $150.00; 2026-03-03 17:28:56.010309: $75.00; 2026-03-03 17:28:56.010309: $200.94; 2026-03-03 17:28:56.010309: $75.00,2000.94,2025-07-24: $200.94 (bank_transfer); 2025-07-24: $500.00 (bank_transfer); 2025-07-24: $1300.00 (bank_transfer),0.00
005808,4757,2012-02-02,closed,1527.62,2026-03-03 17:28:56.010309: $1100.00; 2026-03-03 17:28:56.010309: $302.50; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $55.00; 2026-03-03 17:28:56.010309: $70.12,1527.62,2025-07-24: $1527.62 (bank_transfer),0.00
005809,4758,2012-01-30,closed,231.00,2026-03-03 17:28:56.010309: $210.00; 2026-03-03 17:28:56.010309: $10.50; 2026-03-03 17:28:56.010309: $10.50,231.00,2025-07-24: $231.00 (bank_transfer),0.00
005810,4759,2012-02-01,closed,0.00,,0.00,,0.00
005811,4760,2012-02-09,closed,231.00,2026-03-03 17:28:56.010309: $210.00; 2026-03-03 17:28:56.010309: $10.50; 2026-03-03 17:28:56.010309: $10.50,231.00,2025-07-24: $75.00 (bank_transfer); 2025-07-24: $156.00 (bank_transfer),0.00
005812,4761,2012-02-17,closed,173.25,2026-03-03 17:28:56.010309: $165.00; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $8.25,173.25,2025-07-24: $173.25 (bank_transfer),0.00
005813,4762,2012-02-02,closed,0.00,,0.00,,0.00
005814,4763,2012-05-25,closed,702.00,2026-03-03 17:28:56.010309: $585.00; 2026-03-03 17:28:56.010309: $58.50; 2026-03-03 17:28:56.010309: $29.25; 2026-03-03 17:28:56.010309: $29.25,702.00,2025-07-24: $497.00 (bank_transfer); 2025-07-24: $205.00 (bank_transfer),0.00
005815,4764,2012-02-18,closed,1173.75,2026-03-03 17:28:56.010309: $900.00; 2026-03-03 17:28:56.010309: $195.00; 2026-03-03 17:28:56.010309: $24.00; 2026-03-03 17:28:56.010309: $54.75,1173.75,2025-07-24: $400.00 (bank_transfer); 2025-07-24: $773.75 (bank_transfer),0.00
005816,4765,2012-02-03,closed,535.59,2026-03-03 17:28:56.010309: $390.00; 2026-03-03 17:28:56.010309: $19.50; 2026-03-03 17:28:56.010309: $106.59; 2026-03-03 17:28:56.010309: $19.50,535.59,2025-07-24: $315.59 (bank_transfer); 2025-07-24: $220.00 (bank_transfer),0.00
005817,4766,2012-06-23,closed,768.00,2026-03-03 17:28:56.010309: $577.50; 2026-03-03 17:28:56.010309: $28.88; 2026-03-03 17:28:56.010309: $65.69; 2026-03-03 17:28:56.010309: $67.05; 2026-03-03 17:28:56.010309: $28.88,768.00,2025-07-24: $593.00 (bank_transfer); 2025-07-24: $175.00 (bank_transfer),0.00
005818,4767,2012-02-03,closed,200.00,2026-03-03 17:28:56.010309: $181.82; 2026-03-03 17:28:56.010309: $9.09; 2026-03-03 17:28:56.010309: $9.09,200.00,2025-07-24: $200.00 (bank_transfer),0.00
005819,4768,2012-02-04,closed,858.75,2026-03-03 17:28:56.010309: $750.00; 2026-03-03 17:28:56.010309: $33.75; 2026-03-03 17:28:56.010309: $37.50; 2026-03-03 17:28:56.010309: $37.50,858.75,2025-07-24: $858.75 (bank_transfer),0.00
005820,4769,2012-02-04,closed,173.25,2026-03-03 17:28:56.010309: $165.00; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $8.25,173.25,2025-07-24: $173.25 (bank_transfer),0.00
005821,4770,2012-02-04,closed,173.25,2026-03-03 17:28:56.010309: $165.00; 2026-03-03 17:28:56.010309: $8.25; 2026-03-03 17:28:56.010309: $0.00,173.25,2025-07-24: $173.25 (bank_transfer),0.00
005822,4771,2012-02-03,closed,0.00,2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $0.00,0.00,,0.00
005823,4772,2012-02-03,closed,410.00,2026-03-03 17:28:56.010309: $390.00; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $0.50; 2026-03-03 17:28:56.010309: $19.50; 2026-03-03 17:28:56.010309: $80.00; 2026-03-03 17:28:56.010309: $-80.00,410.00,2025-07-24: $210.00 (bank_transfer); 2025-07-24: $200.00 (bank_transfer),0.00
005824,4773,2012-02-03,closed,130.34,2026-03-03 17:28:56.010309: $118.50; 2026-03-03 17:28:56.010309: $5.92; 2026-03-03 17:28:56.010309: $5.92,130.34,2025-07-24: $130.34 (bank_transfer),0.00
005825,4774,2012-02-03,closed,137.77,2026-03-03 17:28:56.010309: $125.25; 2026-03-03 17:28:56.010309: $6.26; 2026-03-03 17:28:56.010309: $6.26,137.77,2025-07-24: $137.77 (bank_transfer),0.00
005826,4775,2012-02-04,closed,175.02,2026-03-03 17:28:56.010309: $165.00; 2026-03-03 17:28:56.010309: $1.77; 2026-03-03 17:28:56.010309: $8.25,175.02,2025-07-24: $175.02 (bank_transfer),0.00
005827,4776,2012-02-04,closed,200.02,2026-03-03 17:28:56.010309: $165.00; 2026-03-03 17:28:56.010309: $1.77; 2026-03-03 17:28:56.010309: $25.00; 2026-03-03 17:28:56.010309: $8.25,200.02,2025-07-24: $200.02 (bank_transfer),0.00
005828,4777,2012-02-04,closed,975.00,2026-03-03 17:28:56.010309: $750.00; 2026-03-03 17:28:56.010309: $37.50; 2026-03-03 17:28:56.010309: $150.00; 2026-03-03 17:28:56.010309: $37.50; 2026-03-03 17:28:56.010309: $0.00,975.00,2025-07-24: $975.00 (bank_transfer),0.00
005829,4778,2012-02-04,closed,429.00,2026-03-03 17:28:56.010309: $390.00; 2026-03-03 17:28:56.010309: $19.50; 2026-03-03 17:28:56.010309: $19.50,429.00,2025-07-24: $200.00 (bank_transfer); 2025-07-24: $229.00 (bank_transfer),0.00
005830,4779,2012-02-05,closed,250.00,2026-03-03 17:28:56.010309: $227.28; 2026-03-03 17:28:56.010309: $11.36; 2026-03-03 17:28:56.010309: $11.36,250.00,2025-07-24: $250.00 (bank_transfer),0.00
005831,4780,2012-02-06,closed,251.00,2026-03-03 17:28:56.010309: $210.00; 2026-03-03 17:28:56.010309: $19.05; 2026-03-03 17:28:56.010309: $10.50; 2026-03-03 17:28:56.010309: $11.45,251.00,2025-07-24: $251.00 (bank_transfer),0.00
005832,4781,2012-02-16,closed,251.00,2026-03-03 17:28:56.010309: $210.00; 2026-03-03 17:28:56.010309: $19.05; 2026-03-03 17:28:56.010309: $10.50; 2026-03-03 17:28:56.010309: $11.45,251.00,2025-07-24: $251.00 (bank_transfer),0.00
005833,4782,2012-02-12,closed,265.65,2026-03-03 17:28:56.010309: $210.00; 2026-03-03 17:28:56.010309: $10.50; 2026-03-03 17:28:56.010309: $34.65; 2026-03-03 17:28:56.010309: $10.50,265.65,2025-07-24: $265.65 (bank_transfer),0.00
005834,4783,2012-02-22,closed,266.00,2026-03-03 17:28:56.010309: $210.00; 2026-03-03 17:28:56.010309: $10.50; 2026-03-03 17:28:56.010309: $35.00; 2026-03-03 17:28:56.010309: $10.50,266.00,2025-07-24: $266.00 (bank_transfer),0.00
005835,4784,2012-02-06,closed,250.00,2026-03-03 17:28:56.010309: $227.28; 2026-03-03 17:28:56.010309: $11.36; 2026-03-03 17:28:56.010309: $11.36,250.00,2025-07-24: $250.00 (bank_transfer),0.00
005836,4785,2012-05-19,closed,1298.23,2026-03-03 17:28:56.010309: $952.38; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $100.00; 2026-03-03 17:28:56.010309: $218.23; 2026-03-03 17:28:56.010309: $47.62; 2026-03-03 17:28:56.010309: $-20.00,1298.23,2025-07-24: $300.00 (bank_transfer); 2025-07-24: $800.00 (bank_transfer); 2025-07-24: $198.23 (bank_transfer),0.00
005837,4786,2012-02-07,closed,332.50,2026-03-03 17:28:56.010309: $350.00; 2026-03-03 17:28:56.010309: $17.50; 2026-03-03 17:28:56.010309: $17.50; 2026-03-03 17:28:56.010309: $-52.50,332.50,2025-07-24: $332.50 (bank_transfer),0.00
005838,4787,2012-02-24,closed,175.00,2026-03-03 17:28:56.010309: $165.00; 2026-03-03 17:28:56.010309: $1.75; 2026-03-03 17:28:56.010309: $8.25,175.00,2025-07-24: $175.00 (bank_transfer),0.00
005839,4788,2012-06-16,closed,2024.00,2026-03-03 17:28:56.010309: $1650.00; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $291.50; 2026-03-03 17:28:56.010309: $82.50,2024.00,2025-07-24: $1724.00 (bank_transfer); 2025-07-24: $300.00 (bank_transfer),0.00
005840,4789,2012-08-11,closed,1499.64,2026-03-03 17:28:56.010309: $1072.50; 2026-03-03 17:28:56.010309: $160.88; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $212.64; 2026-03-03 17:28:56.010309: $53.62,1499.64,2025-07-24: $1082.00 (bank_transfer); 2025-07-24: $212.64 (bank_transfer); 2025-07-24: $205.00 (bank_transfer),0.00
005841,4790,2012-02-11,closed,363.00,2026-03-03 17:28:56.010309: $330.00; 2026-03-03 17:28:56.010309: $16.50; 2026-03-03 17:28:56.010309: $16.50,363.00,2025-07-24: $200.00 (bank_transfer); 2025-07-24: $163.00 (bank_transfer),0.00
005842,4791,2012-03-31,closed,1138.75,2026-03-03 17:28:56.010309: $900.00; 2026-03-03 17:28:56.010309: $45.00; 2026-03-03 17:28:56.010309: $148.75; 2026-03-03 17:28:56.010309: $45.00,1138.75,2025-07-24: $100.00 (bank_transfer); 2025-07-24: $100.00 (bank_transfer); 2025-07-24: $140.00 (bank_transfer); 2025-07-24: $798.75 (bank_transfer),0.00
005843,4792,2012-08-11,closed,815.00,2026-03-03 17:28:56.010309: $1072.50; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $53.62; 2026-03-03 17:28:56.010309: $-55.93; 2026-03-03 17:28:56.010309: $-255.19,815.00,2025-07-24: $700.00 (bank_transfer); 2025-07-24: $115.00 (bank_transfer),0.00
005844,4793,2012-02-02,closed,0.01,2026-03-03 17:28:56.010309: $0.01; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $0.00,0.01,2025-07-24: $0.01 (bank_transfer),0.00
005845,4794,2012-06-30,closed,1387.85,2026-03-03 17:28:56.010309: $1170.00; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $159.35; 2026-03-03 17:28:56.010309: $58.50,1387.85,2012-02-08: $200.00 (unknown); 2025-07-24: $1187.85 (bank_transfer),0.00
005846,4795,2012-08-25,closed,1069.51,2026-03-03 17:28:56.010309: $742.50; 2026-03-03 17:28:56.010309: $37.12; 2026-03-03 17:28:56.010309: $178.25; 2026-03-03 17:28:56.010309: $74.52; 2026-03-03 17:28:56.010309: $37.12,1069.51,2025-07-24: $175.00 (bank_transfer); 2025-07-24: $894.51 (bank_transfer),0.00
005847,4796,2012-05-12,closed,618.75,2026-03-03 17:28:56.010309: $495.00; 2026-03-03 17:28:56.010309: $74.25; 2026-03-03 17:28:56.010309: $24.75; 2026-03-03 17:28:56.010309: $24.75,618.75,2025-07-24: $175.00 (bank_transfer); 2025-07-24: $443.75 (bank_transfer),0.00
005848,4797,2012-06-09,closed,1157.00,2026-03-03 17:28:56.010309: $900.00; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $45.00; 2026-03-03 17:28:56.010309: $67.00; 2026-03-03 17:28:56.010309: $45.00; 2026-03-03 17:28:56.010309: $100.00,1157.00,2025-07-24: $500.00 (bank_transfer); 2025-07-24: $41.00 (bank_transfer); 2025-07-24: $14.00 (bank_transfer); 2025-07-24: $590.00 (bank_transfer); 2025-07-24: $12.00 (bank_transfer),0.00
005849,4798,2012-06-09,closed,0.00,2026-03-03 17:28:56.010309: $0.01; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $-0.01,0.00,,0.00
005850,4799,2012-02-01,closed,997.50,2026-03-03 17:28:56.010309: $950.00; 2026-03-03 17:28:56.010309: $47.50,997.50,2025-07-24: $997.50 (bank_transfer),0.00
005851,4800,2012-02-02,closed,997.50,2026-03-03 17:28:56.010309: $950.00; 2026-03-03 17:28:56.010309: $47.50,997.50,2025-07-24: $997.50 (bank_transfer),0.00
005852,4801,2012-02-03,closed,997.50,2026-03-03 17:28:56.010309: $950.00; 2026-03-03 17:28:56.010309: $47.50,997.50,2025-07-24: $997.50 (bank_transfer),0.00
005853,4802,2012-02-04,closed,997.50,2026-03-03 17:28:56.010309: $950.00; 2026-03-03 17:28:56.010309: $47.50,997.50,2025-07-24: $997.50 (bank_transfer),0.00
005854,4803,2012-02-05,closed,997.50,2026-03-03 17:28:56.010309: $950.00; 2026-03-03 17:28:56.010309: $47.50,997.50,2025-07-24: $997.50 (bank_transfer),0.00
005855,4804,2012-02-06,closed,997.50,2026-03-03 17:28:56.010309: $950.00; 2026-03-03 17:28:56.010309: $47.50,997.50,2025-07-24: $997.50 (bank_transfer),0.00
005856,4805,2012-02-07,closed,997.50,2026-03-03 17:28:56.010309: $950.00; 2026-03-03 17:28:56.010309: $47.50,997.50,2025-07-24: $997.50 (bank_transfer),0.00
005857,4806,2012-02-08,closed,997.50,2026-03-03 17:28:56.010309: $950.00; 2026-03-03 17:28:56.010309: $47.50,997.50,2025-07-24: $997.50 (bank_transfer),0.00
005858,4807,2012-02-09,closed,997.50,2026-03-03 17:28:56.010309: $950.00; 2026-03-03 17:28:56.010309: $47.50,997.50,2025-07-24: $997.50 (bank_transfer),0.00
005859,4808,2012-02-10,closed,997.50,2026-03-03 17:28:56.010309: $950.00; 2026-03-03 17:28:56.010309: $47.50,997.50,2025-07-24: $997.50 (bank_transfer),0.00
005860,4809,2012-02-11,closed,997.50,2026-03-03 17:28:56.010309: $950.00; 2026-03-03 17:28:56.010309: $47.50,997.50,2025-07-24: $997.50 (bank_transfer),0.00
005861,4810,2012-02-12,closed,997.50,2026-03-03 17:28:56.010309: $950.00; 2026-03-03 17:28:56.010309: $47.50,997.50,2025-07-24: $997.50 (bank_transfer),0.00
005862,4811,2012-02-13,closed,997.50,2026-03-03 17:28:56.010309: $950.00; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $47.50,997.50,2025-07-24: $997.50 (bank_transfer),0.00
005863,4812,2012-02-14,closed,997.50,2026-03-03 17:28:56.010309: $950.00; 2026-03-03 17:28:56.010309: $47.50,997.50,2025-07-24: $997.50 (bank_transfer),0.00
005864,4813,2012-02-10,closed,250.00,2026-03-03 17:28:56.010309: $227.28; 2026-03-03 17:28:56.010309: $11.36; 2026-03-03 17:28:56.010309: $11.36,250.00,2025-07-24: $250.00 (bank_transfer),0.00
005865,4814,2012-02-11,closed,261.00,2026-03-03 17:28:56.010309: $210.00; 2026-03-03 17:28:56.010309: $10.50; 2026-03-03 17:28:56.010309: $30.00; 2026-03-03 17:28:56.010309: $10.50,261.00,2025-07-24: $261.00 (bank_transfer),0.00
005866,4815,2012-02-10,closed,468.00,2026-03-03 17:28:56.010309: $330.00; 2026-03-03 17:28:56.010309: $100.00; 2026-03-03 17:28:56.010309: $16.50; 2026-03-03 17:28:56.010309: $21.50,468.00,2025-07-24: $468.00 (bank_transfer),0.00
005867,4816,2012-02-18,closed,60.00,2026-03-03 17:28:56.010309: $585.00; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $0.75; 2026-03-03 17:28:56.010309: $29.25; 2026-03-03 17:28:56.010309: $-555.00,60.00,2025-07-24: $615.00 (bank_transfer); 2025-07-24: $-555.00 (bank_transfer),0.00
005868,4817,2012-02-10,closed,192.50,2026-03-03 17:28:56.010309: $175.00; 2026-03-03 17:28:56.010309: $8.75; 2026-03-03 17:28:56.010309: $8.75,192.50,2025-07-24: $192.50 (bank_transfer),0.00
005869,4818,2012-02-11,closed,330.00,2026-03-03 17:28:56.010309: $300.00; 2026-03-03 17:28:56.010309: $15.00; 2026-03-03 17:28:56.010309: $15.00,330.00,2025-07-24: $330.00 (bank_transfer),0.00
005870,4819,2012-02-12,closed,0.00,2026-03-03 17:28:56.010309: $0.01; 2026-03-03 17:28:56.010309: $-0.01,0.00,,0.00
005871,4820,2012-02-12,closed,250.00,2026-03-03 17:28:56.010309: $227.28; 2026-03-03 17:28:56.010309: $11.36; 2026-03-03 17:28:56.010309: $11.36,250.00,2025-07-24: $250.00 (bank_transfer),0.00
005872,4821,2012-02-13,closed,462.50,2026-03-03 17:28:56.010309: $612.50; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $30.62; 2026-03-03 17:28:56.010309: $30.62; 2026-03-03 17:28:56.010309: $-211.24,462.50,2025-07-24: $462.50 (bank_transfer),0.00
005873,4822,2012-02-14,closed,191.50,2026-03-03 17:28:56.010309: $165.00; 2026-03-03 17:28:56.010309: $8.25; 2026-03-03 17:28:56.010309: $10.00; 2026-03-03 17:28:56.010309: $8.25,191.50,2025-07-24: $191.50 (bank_transfer),0.00
005874,4823,2012-02-14,closed,239.00,2026-03-03 17:28:56.010309: $195.00; 2026-03-03 17:28:56.010309: $19.50; 2026-03-03 17:28:56.010309: $9.75; 2026-03-03 17:28:56.010309: $5.00; 2026-03-03 17:28:56.010309: $9.75,239.00,2025-07-24: $239.00 (bank_transfer),0.00
005875,4824,2012-02-19,closed,235.00,2026-03-03 17:28:56.010309: $195.00; 2026-03-03 17:28:56.010309: $19.50; 2026-03-03 17:28:56.010309: $9.75; 2026-03-03 17:28:56.010309: $1.00; 2026-03-03 17:28:56.010309: $9.75,235.00,2025-07-24: $235.00 (bank_transfer),0.00
005876,4825,2012-02-28,closed,0.00,2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $0.00,0.00,,0.00
005877,4826,2012-02-17,closed,250.00,2026-03-03 17:28:56.010309: $227.28; 2026-03-03 17:28:56.010309: $11.36; 2026-03-03 17:28:56.010309: $11.36,250.00,2025-07-24: $250.00 (bank_transfer),0.00
005878,4827,2012-02-17,closed,1100.00,2026-03-03 17:28:56.010309: $1047.62; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $52.38,1100.00,2025-07-24: $1100.00 (bank_transfer),0.00
005879,4828,2012-02-17,closed,1446.74,2026-03-03 17:28:56.010309: $1320.00; 2026-03-03 17:28:56.010309: $132.00; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $66.00; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $-71.26,1446.74,2025-07-24: $1446.74 (bank_transfer),0.00
