strict_order,batch_id,processing_priority,classification_bucket,gl_target_hint,receipt_id,receipt_date,vendor_name,gross_amount,payment_method,canonical_pay_method,is_driver_reimbursement,reimbursed_via,recommended_step,receipt_source
1,P1-2012-01-employee_reimbursement_likely,1,employee_reimbursement_likely,liability_reimbursement_queue,217018,2012-01-01,CANADIAN TIRE,8.00,reimbursement,,False,,post reimbursement or owner-draw mapping; no bank link expected,
130,P1-2012-07-employee_reimbursement_likely,1,employee_reimbursement_likely,liability_reimbursement_queue,215024,2012-07-05,MOHAWK,11.53,reimbursement,,False,,post reimbursement or owner-draw mapping; no bank link expected,
131,P1-2012-07-employee_reimbursement_likely,1,employee_reimbursement_likely,liability_reimbursement_queue,215018,2012-07-07,MOHAWK,2.99,reimbursement,,False,,post reimbursement or owner-draw mapping; no bank link expected,
132,P1-2012-07-employee_reimbursement_likely,1,employee_reimbursement_likely,liability_reimbursement_queue,217008,2012-07-11,CANADIAN TIRE,20.22,reimbursement,,False,,post reimbursement or owner-draw mapping; no bank link expected,
133,P1-2012-07-employee_reimbursement_likely,1,employee_reimbursement_likely,liability_reimbursement_queue,173641,2012-07-13,FAS GAS,6.38,reimbursement,,False,,post reimbursement or owner-draw mapping; no bank link expected,
134,P1-2012-07-employee_reimbursement_likely,1,employee_reimbursement_likely,liability_reimbursement_queue,215523,2012-07-14,LIQUOR BARN,151.55,reimbursement,,False,,post reimbursement or owner-draw mapping; no bank link expected,
135,P1-2012-07-employee_reimbursement_likely,1,employee_reimbursement_likely,liability_reimbursement_queue,215006,2012-07-17,COOP,40.01,reimbursement,,False,,post reimbursement or owner-draw mapping; no bank link expected,
136,P1-2012-07-employee_reimbursement_likely,1,employee_reimbursement_likely,liability_reimbursement_queue,217024,2012-07-18,WINDSOR PLYWOOD,41.85,reimbursement,,False,,post reimbursement or owner-draw mapping; no bank link expected,
137,P1-2012-07-employee_reimbursement_likely,1,employee_reimbursement_likely,liability_reimbursement_queue,215056,2012-07-19,MOHAWK,53.00,reimbursement,,False,,post reimbursement or owner-draw mapping; no bank link expected,
138,P1-2012-07-employee_reimbursement_likely,1,employee_reimbursement_likely,liability_reimbursement_queue,215057,2012-07-19,MOHAWK,3.78,reimbursement,,False,,post reimbursement or owner-draw mapping; no bank link expected,
139,P1-2012-07-employee_reimbursement_likely,1,employee_reimbursement_likely,liability_reimbursement_queue,214059,2012-07-19,PETRO-CANADA,50.01,reimbursement,,False,,post reimbursement or owner-draw mapping; no bank link expected,
140,P1-2012-07-employee_reimbursement_likely,1,employee_reimbursement_likely,liability_reimbursement_queue,173592,2012-07-25,XM RADIO,370.00,reimbursement,,False,,post reimbursement or owner-draw mapping; no bank link expected,
141,P1-2012-07-employee_reimbursement_likely,1,employee_reimbursement_likely,liability_reimbursement_queue,217086,2012-07-26,EDMONTON AIRPORT AUTHORITY,5.00,reimbursement,,False,,post reimbursement or owner-draw mapping; no bank link expected,
142,P1-2012-07-employee_reimbursement_likely,1,employee_reimbursement_likely,liability_reimbursement_queue,217204,2012-07-27,TBOOTH WIRELESS,104.99,reimbursement,,False,,post reimbursement or owner-draw mapping; no bank link expected,
143,P1-2012-07-employee_reimbursement_likely,1,employee_reimbursement_likely,liability_reimbursement_queue,217205,2012-07-28,CARRIAGE AUTO UPHOLSTERY,84.00,reimbursement,,False,,post reimbursement or owner-draw mapping; no bank link expected,
144,P1-2012-08-employee_reimbursement_likely,1,employee_reimbursement_likely,liability_reimbursement_queue,215677,2012-08-09,COSTCO,306.83,reimbursement,,False,,post reimbursement or owner-draw mapping; no bank link expected,
145,P1-2012-08-employee_reimbursement_likely,1,employee_reimbursement_likely,liability_reimbursement_queue,217028,2012-08-11,COOP LIQUOR,89.20,reimbursement,,False,,post reimbursement or owner-draw mapping; no bank link expected,
146,P1-2012-08-employee_reimbursement_likely,1,employee_reimbursement_likely,liability_reimbursement_queue,173586,2012-08-12,BEST BUY,184.99,reimbursement,,False,,post reimbursement or owner-draw mapping; no bank link expected,
147,P1-2012-08-employee_reimbursement_likely,1,employee_reimbursement_likely,liability_reimbursement_queue,217187,2012-08-14,MGM FORD,22.57,reimbursement,,False,,post reimbursement or owner-draw mapping; no bank link expected,
148,P1-2012-08-employee_reimbursement_likely,1,employee_reimbursement_likely,liability_reimbursement_queue,217493,2012-08-19,CENTEX,52.02,reimbursement,,False,,post reimbursement or owner-draw mapping; no bank link expected,
149,P1-2012-08-employee_reimbursement_likely,1,employee_reimbursement_likely,liability_reimbursement_queue,215013,2012-08-20,MOHAWK,80.02,reimbursement,,False,,post reimbursement or owner-draw mapping; no bank link expected,
150,P1-2012-08-employee_reimbursement_likely,1,employee_reimbursement_likely,liability_reimbursement_queue,215014,2012-08-20,MOHAWK,3.80,reimbursement,,False,,post reimbursement or owner-draw mapping; no bank link expected,
151,P1-2012-08-employee_reimbursement_likely,1,employee_reimbursement_likely,liability_reimbursement_queue,217492,2012-08-21,CENTEX,63.76,reimbursement,,False,,post reimbursement or owner-draw mapping; no bank link expected,
152,P1-2012-08-employee_reimbursement_likely,1,employee_reimbursement_likely,liability_reimbursement_queue,173580,2012-08-22,PURALATOR,5.77,reimbursement,,False,,post reimbursement or owner-draw mapping; no bank link expected,
153,P1-2012-08-employee_reimbursement_likely,1,employee_reimbursement_likely,liability_reimbursement_queue,217184,2012-08-24,COMMUNICATIONS GROUP,63.00,reimbursement,,False,,post reimbursement or owner-draw mapping; no bank link expected,
154,P1-2012-08-employee_reimbursement_likely,1,employee_reimbursement_likely,liability_reimbursement_queue,215030,2012-08-24,MOHAWK,50.00,reimbursement,,False,,post reimbursement or owner-draw mapping; no bank link expected,
155,P1-2012-08-employee_reimbursement_likely,1,employee_reimbursement_likely,liability_reimbursement_queue,215643,2012-08-26,CAPRI LIQUOR STORE,56.98,reimbursement,,False,,post reimbursement or owner-draw mapping; no bank link expected,
156,P1-2012-08-employee_reimbursement_likely,1,employee_reimbursement_likely,liability_reimbursement_queue,217491,2012-08-28,CENTEX,55.00,reimbursement,,False,,post reimbursement or owner-draw mapping; no bank link expected,
157,P1-2012-08-employee_reimbursement_likely,1,employee_reimbursement_likely,liability_reimbursement_queue,217032,2012-08-29,COOP,25.78,reimbursement,,False,,post reimbursement or owner-draw mapping; no bank link expected,
158,P1-2012-09-employee_reimbursement_likely,1,employee_reimbursement_likely,liability_reimbursement_queue,215596,2012-09-09,LIQUOR BARN,83.19,reimbursement,,False,,post reimbursement or owner-draw mapping; no bank link expected,
159,P1-2012-09-employee_reimbursement_likely,1,employee_reimbursement_likely,liability_reimbursement_queue,221467,2012-09-10,CENTEX,38.68,reimbursement,,False,,post reimbursement or owner-draw mapping; no bank link expected,
160,P1-2012-09-employee_reimbursement_likely,1,employee_reimbursement_likely,liability_reimbursement_queue,217100,2012-09-11,CALGARY AIRPORT AUTHORITY,20.42,reimbursement,,False,,post reimbursement or owner-draw mapping; no bank link expected,
161,P1-2012-09-employee_reimbursement_likely,1,employee_reimbursement_likely,liability_reimbursement_queue,216966,2012-09-13,CANADIAN TIRE,31.34,reimbursement,,False,,post reimbursement or owner-draw mapping; no bank link expected,
162,P1-2012-09-employee_reimbursement_likely,1,employee_reimbursement_likely,liability_reimbursement_queue,217400,2012-09-15,CENTEX,126.01,reimbursement,,False,,post reimbursement or owner-draw mapping; no bank link expected,
163,P1-2012-09-employee_reimbursement_likely,1,employee_reimbursement_likely,liability_reimbursement_queue,215273,2012-09-15,FAS GAS,40.08,reimbursement,,False,,post reimbursement or owner-draw mapping; no bank link expected,
164,P1-2012-09-employee_reimbursement_likely,1,employee_reimbursement_likely,liability_reimbursement_queue,215274,2012-09-15,FAS GAS,8.97,reimbursement,,False,,post reimbursement or owner-draw mapping; no bank link expected,
165,P1-2012-09-employee_reimbursement_likely,1,employee_reimbursement_likely,liability_reimbursement_queue,217217,2012-09-16,WESTJET,405.43,reimbursement,,False,,post reimbursement or owner-draw mapping; no bank link expected,
166,P1-2012-09-employee_reimbursement_likely,1,employee_reimbursement_likely,liability_reimbursement_queue,217188,2012-09-21,COMMUNICATIONS GROUP,63.00,reimbursement,,False,,post reimbursement or owner-draw mapping; no bank link expected,
167,P1-2012-09-employee_reimbursement_likely,1,employee_reimbursement_likely,liability_reimbursement_queue,217033,2012-09-21,COOP LIQUOR,50.69,reimbursement,,False,,post reimbursement or owner-draw mapping; no bank link expected,
168,P1-2012-09-employee_reimbursement_likely,1,employee_reimbursement_likely,liability_reimbursement_queue,217327,2012-09-22,CHASE MCKAY,70.00,reimbursement,,False,,post reimbursement or owner-draw mapping; no bank link expected,
169,P1-2012-09-employee_reimbursement_likely,1,employee_reimbursement_likely,liability_reimbursement_queue,145330,2012-09-24,CENTEX,102.54,reimbursement,,False,,post reimbursement or owner-draw mapping; no bank link expected,
170,P1-2012-09-employee_reimbursement_likely,1,employee_reimbursement_likely,liability_reimbursement_queue,145331,2012-09-24,CENTEX,67.47,reimbursement,,False,,post reimbursement or owner-draw mapping; no bank link expected,
171,P1-2012-09-employee_reimbursement_likely,1,employee_reimbursement_likely,liability_reimbursement_queue,214930,2012-09-27,ESSO,49.01,reimbursement,,False,,post reimbursement or owner-draw mapping; no bank link expected,
172,P1-2012-09-employee_reimbursement_likely,1,employee_reimbursement_likely,liability_reimbursement_queue,214931,2012-09-27,ESSO,4.40,reimbursement,,False,,post reimbursement or owner-draw mapping; no bank link expected,
173,P1-2012-09-employee_reimbursement_likely,1,employee_reimbursement_likely,liability_reimbursement_queue,215029,2012-09-28,MOHAWK,75.01,reimbursement,,False,,post reimbursement or owner-draw mapping; no bank link expected,
174,P1-2012-09-employee_reimbursement_likely,1,employee_reimbursement_likely,liability_reimbursement_queue,217496,2012-09-29,CENTEX,53.84,reimbursement,,False,,post reimbursement or owner-draw mapping; no bank link expected,
175,P1-2012-09-employee_reimbursement_likely,1,employee_reimbursement_likely,liability_reimbursement_queue,217498,2012-09-30,CENTEX,70.01,reimbursement,,False,,post reimbursement or owner-draw mapping; no bank link expected,
176,P1-2012-10-employee_reimbursement_likely,1,employee_reimbursement_likely,liability_reimbursement_queue,217266,2012-10-05,CENTEX,50.00,reimbursement,,False,,post reimbursement or owner-draw mapping; no bank link expected,
177,P1-2012-10-employee_reimbursement_likely,1,employee_reimbursement_likely,liability_reimbursement_queue,217268,2012-10-06,CENTEX,61.80,reimbursement,,False,,post reimbursement or owner-draw mapping; no bank link expected,
178,P1-2012-10-employee_reimbursement_likely,1,employee_reimbursement_likely,liability_reimbursement_queue,214037,2012-10-06,FAS GAS,50.00,reimbursement,,False,,post reimbursement or owner-draw mapping; no bank link expected,
179,P1-2012-10-employee_reimbursement_likely,1,employee_reimbursement_likely,liability_reimbursement_queue,217046,2012-10-06,STAPLES,588.12,reimbursement,,False,,post reimbursement or owner-draw mapping; no bank link expected,
180,P1-2012-10-employee_reimbursement_likely,1,employee_reimbursement_likely,liability_reimbursement_queue,214879,2012-10-09,ESSO,53.60,reimbursement,,False,,post reimbursement or owner-draw mapping; no bank link expected,
181,P1-2012-10-employee_reimbursement_likely,1,employee_reimbursement_likely,liability_reimbursement_queue,217203,2012-10-09,MAGNUM WINDOW TINT,105.00,reimbursement,,False,,post reimbursement or owner-draw mapping; no bank link expected,
182,P1-2012-10-employee_reimbursement_likely,1,employee_reimbursement_likely,liability_reimbursement_queue,214036,2012-10-15,FAS GAS,20.00,reimbursement,,False,,post reimbursement or owner-draw mapping; no bank link expected,
183,P1-2012-10-employee_reimbursement_likely,1,employee_reimbursement_likely,liability_reimbursement_queue,215054,2012-10-22,MOHAWK,59.00,reimbursement,,False,,post reimbursement or owner-draw mapping; no bank link expected,
184,P1-2012-10-employee_reimbursement_likely,1,employee_reimbursement_likely,liability_reimbursement_queue,215055,2012-10-22,MOHAWK,3.76,reimbursement,,False,,post reimbursement or owner-draw mapping; no bank link expected,
185,P1-2012-10-employee_reimbursement_likely,1,employee_reimbursement_likely,liability_reimbursement_queue,217218,2012-10-22,RED DEER REGISTRIES,24.45,reimbursement,,False,,post reimbursement or owner-draw mapping; no bank link expected,
186,P1-2012-10-employee_reimbursement_likely,1,employee_reimbursement_likely,liability_reimbursement_queue,217010,2012-10-24,CANADIAN TIRE,31.49,reimbursement,,False,,post reimbursement or owner-draw mapping; no bank link expected,
187,P1-2012-10-employee_reimbursement_likely,1,employee_reimbursement_likely,liability_reimbursement_queue,214834,2012-10-26,COMMUNICATIONS GROUP,63.00,reimbursement,,False,,post reimbursement or owner-draw mapping; no bank link expected,
188,P1-2012-10-employee_reimbursement_likely,1,employee_reimbursement_likely,liability_reimbursement_queue,214830,2012-10-28,PETRO-CANADA,40.00,reimbursement,,False,,post reimbursement or owner-draw mapping; no bank link expected,
189,P1-2012-10-employee_reimbursement_likely,1,employee_reimbursement_likely,liability_reimbursement_queue,217258,2012-10-29,CENTEX,35.00,reimbursement,,False,,post reimbursement or owner-draw mapping; no bank link expected,
190,P1-2012-10-employee_reimbursement_likely,1,employee_reimbursement_likely,liability_reimbursement_queue,217097,2012-10-30,CALGARY AIRPORT AUTHORITY,17.87,reimbursement,,False,,post reimbursement or owner-draw mapping; no bank link expected,
191,P1-2012-11-employee_reimbursement_likely,1,employee_reimbursement_likely,liability_reimbursement_queue,173542,2012-11-02,ERLES AUTO REPAIR,210.00,reimbursement,,False,,post reimbursement or owner-draw mapping; no bank link expected,
192,P1-2012-11-employee_reimbursement_likely,1,employee_reimbursement_likely,liability_reimbursement_queue,173566,2012-11-04,HOSPITAL PARKING,5.00,reimbursement,,False,,post reimbursement or owner-draw mapping; no bank link expected,
193,P1-2012-11-employee_reimbursement_likely,1,employee_reimbursement_likely,liability_reimbursement_queue,173622,2012-11-08,FAS GAS,27.00,reimbursement,,False,,post reimbursement or owner-draw mapping; no bank link expected,
194,P1-2012-11-employee_reimbursement_likely,1,employee_reimbursement_likely,liability_reimbursement_queue,173593,2012-11-08,STARS AIR AMBULANCE,30.00,reimbursement,,False,,post reimbursement or owner-draw mapping; no bank link expected,
195,P1-2012-11-employee_reimbursement_likely,1,employee_reimbursement_likely,liability_reimbursement_queue,173621,2012-11-17,FAS GAS,30.00,reimbursement,,False,,post reimbursement or owner-draw mapping; no bank link expected,
196,P1-2012-11-employee_reimbursement_likely,1,employee_reimbursement_likely,liability_reimbursement_queue,173548,2012-11-18,WELCOME WAGON,300.00,reimbursement,,False,,post reimbursement or owner-draw mapping; no bank link expected,
197,P1-2012-11-employee_reimbursement_likely,1,employee_reimbursement_likely,liability_reimbursement_queue,217098,2012-11-19,CALGARY AIRPORT AUTHORITY,28.98,reimbursement,,False,,post reimbursement or owner-draw mapping; no bank link expected,
