Payment ID,Payment Date,Account Number,Reserve Number,Payment Method,Amount,Check Number,Square Transaction ID,Notes,Client Name
31151,2007-07-28,,,cash,750.00,,,[LMS Deposit 0000667]  / Credit Card,
30555,2007-07-31,,,cash,700.00,,,[LMS Deposit 0000069]  / Credit Card,
31152,2007-07-31,,,cash,630.00,,,[LMS Deposit 0000669]  / ,
31153,2007-07-31,,,cash,1072.50,,,[LMS Deposit 0000670]  / ,
31166,2007-08-01,,,cash,800.00,,,[LMS Deposit 0000683]  / Debit Cards,
30570,2007-08-02,,,cash,165.00,,,[LMS Deposit 0000084] 073716 / Credit Card,
31167,2007-08-02,,,cash,400.00,,,[LMS Deposit 0000684]  / Credit Card,
31168,2007-08-04,,,cash,742.50,,,[LMS Deposit 0000685]  / Cash,
31169,2007-08-04,,,cash,985.01,,,[LMS Deposit 0000686]  / Credit Card,
31217,2007-08-06,,,cash,390.00,,,[LMS Deposit 0000734]  / ,
31170,2007-08-07,,,cash,390.00,,,[LMS Deposit 0000687]  / Credit Card,
30533,2007-08-08,,,cash,195.00,,,[LMS Deposit 0000046]  / Credit Card,
31218,2007-08-10,,,cash,650.00,,,[LMS Deposit 0000735]  / ,
31183,2007-08-11,,,cash,247.50,,,[LMS Deposit 0000700]  / ,
31184,2007-08-11,,,cash,1072.49,,,[LMS Deposit 0000701]  / ,
30516,2007-08-14,,,cash,165.00,,,[LMS Deposit 0000029] 025456 / Credit Card,
31185,2007-08-14,,,cash,100.00,,,[LMS Deposit 0000702]  / ,
31186,2007-08-14,,,cash,1050.00,,,[LMS Deposit 0000703]  / ,
30503,2007-08-15,,,cash,195.00,,,[LMS Deposit 0000016]  / Cash,
30515,2007-08-15,,,cash,195.00,,,[LMS Deposit 0000028] 852016 / Credit Card,
31187,2007-08-15,,,cash,930.00,,,[LMS Deposit 0000704]  / ,
30543,2007-08-16,,,cash,165.00,,,[LMS Deposit 0000056] 016608 / Credit Card,
31188,2007-08-17,,,cash,779.99,,,[LMS Deposit 0000705]  / ,
31189,2007-08-18,,,cash,974.99,,,[LMS Deposit 0000706]  / ,
31190,2007-08-18,,,cash,156.00,,,[LMS Deposit 0000707]  / ,
31191,2007-08-18,,,cash,602.40,,,[LMS Deposit 0000708]  / ,
31192,2007-08-18,,,cash,390.00,,,[LMS Deposit 0000709]  / ,
31193,2007-08-18,,,cash,584.99,,,[LMS Deposit 0000710]  / ,
30517,2007-08-20,,,cash,195.00,,,[LMS Deposit 0000030] 087364 / Credit Card,
30526,2007-08-21,,,cash,195.00,,,[LMS Deposit 0000039]  / Credit Card,
31194,2007-08-22,,,cash,390.00,,,[LMS Deposit 0000711]  / ,
31195,2007-08-23,,,cash,330.00,,,[LMS Deposit 0000712]  / ,
31196,2007-08-24,,,cash,750.00,,,[LMS Deposit 0000713]  / ,
31197,2007-08-24,,,cash,60.00,,,[LMS Deposit 0000714]  / ,
31198,2007-08-24,,,cash,390.00,,,[LMS Deposit 0000715]  / ,
31199,2007-08-25,,,cash,195.00,,,[LMS Deposit 0000716]  / ,
31200,2007-08-25,,,cash,195.00,,,[LMS Deposit 0000717]  / ,
31201,2007-08-25,,,cash,280.01,,,[LMS Deposit 0000718]  / ,
31202,2007-08-25,,,cash,584.99,,,[LMS Deposit 0000719]  / ,
31203,2007-08-25,,,cash,130.00,,,[LMS Deposit 0000720]  / ,
31204,2007-08-25,,,cash,350.00,,,[LMS Deposit 0000721]  / ,
31205,2007-08-25,,,cash,772.50,,,[LMS Deposit 0000722]  / ,
31206,2007-08-26,,,cash,195.00,,,[LMS Deposit 0000723]  / ,
31207,2007-08-26,,,cash,195.00,,,[LMS Deposit 0000724]  / ,
31208,2007-08-26,,,cash,40.00,,,[LMS Deposit 0000725]  / ,
31210,2007-08-26,,,cash,440.00,,,[LMS Deposit 0000727] 001323 / Check,
31209,2007-08-28,,,cash,195.00,,,[LMS Deposit 0000726]  / ,
30563,2007-08-29,,,cash,195.00,,,[LMS Deposit 0000077] 026220 / Credit Card,
30514,2007-08-30,,,cash,100.00,,,[LMS Deposit 0000027] DQ Downtn / Cash,
31211,2007-08-31,,,cash,390.00,,,[LMS Deposit 0000728]  / ,
31219,2007-08-31,,,cash,425.00,,,[LMS Deposit 0000736]  / ,
31220,2007-08-31,,,cash,206.25,,,[LMS Deposit 0000737]  / ,
30530,2007-09-01,,,cash,825.00,,,[LMS Deposit 0000043]  / Cash,
30534,2007-09-01,,,cash,390.00,,,[LMS Deposit 0000047] 044876 / Credit Card,
30536,2007-09-02,,,cash,497.50,,,[LMS Deposit 0000049]  / Cash,
30539,2007-09-02,,,cash,60.00,,,[LMS Deposit 0000052]  / Cash,
30540,2007-09-02,,,cash,30.00,,,[LMS Deposit 0000053]  / Cash,
30541,2007-09-02,,,cash,330.00,,,[LMS Deposit 0000054] 400209 / Credit Card,
30542,2007-09-03,,,cash,65.00,,,[LMS Deposit 0000055]  / Cash,
30544,2007-09-03,,,cash,215.00,,,[LMS Deposit 0000057] 045199 / Credit Card,
30509,2007-09-05,,,cash,165.00,,,[LMS Deposit 0000022]  / Credit Card,
30525,2007-09-05,,,cash,195.00,,,[LMS Deposit 0000038] 046931 / Credit Card,
30546,2007-09-05,,,cash,235.00,,,[LMS Deposit 0000059] 210658 / Credit Card,
30557,2007-09-07,,,cash,195.00,,,[LMS Deposit 0000071]  / Credit Card,
30558,2007-09-07,,,cash,195.00,,,[LMS Deposit 0000072]  / Cash,
30564,2007-09-08,,,cash,682.50,,,[LMS Deposit 0000078] 042875 / Credit Card,
30568,2007-09-08,,,cash,195.00,,,[LMS Deposit 0000082] 072652 / Credit Card,
30569,2007-09-08,,,cash,195.00,,,[LMS Deposit 0000083]  / Cash,
30571,2007-09-08,,,cash,660.00,,,[LMS Deposit 0000085] 096680 / Credit Card,
30572,2007-09-08,,,cash,1028.75,,,[LMS Deposit 0000086]  / Cash,
30575,2007-09-08,,,cash,195.00,,,[LMS Deposit 0000089] 089467 / Credit Card,
30573,2007-09-09,,,cash,585.00,,,[LMS Deposit 0000087]  / Cash,
30574,2007-09-09,,,cash,195.00,,,[LMS Deposit 0000088] 092452 / Credit Card,
31179,2007-09-09,,,cash,195.00,,,[LMS Deposit 0000696]  / ,
30497,2007-09-10,,,cash,195.00,,,[LMS Deposit 0000010] 066478 / Credit Card,
30548,2007-09-10,,,cash,1000.00,,,[LMS Deposit 0000061] Deposit For Trip / Check,
30550,2007-09-10,,,cash,1000.00,,,[LMS Deposit 0000063] Deposit For Trip / Check,
30551,2007-09-10,,,cash,1000.00,,,[LMS Deposit 0000065] Deposit On Trip / Check,
30552,2007-09-10,,,cash,1000.00,,,[LMS Deposit 0000066] Deposit On Trip / Check,
30553,2007-09-10,,,cash,300.00,,,[LMS Deposit 0000067] Deposit On Trip / Check,
30579,2007-09-10,,,cash,165.00,,,[LMS Deposit 0000093] 036999 / Credit Card,
31180,2007-09-10,,,cash,100.00,,,[LMS Deposit 0000697]  / ,
31165,2007-09-11,,,cash,405.00,,,[LMS Deposit 0000682]  / Cash,
31181,2007-09-11,,,cash,120.00,,,[LMS Deposit 0000698]  / ,
31182,2007-09-11,,,cash,195.00,,,[LMS Deposit 0000699]  / ,
30499,2007-09-13,,,cash,195.00,,,[LMS Deposit 0000012]  / Credit Card,
30581,2007-09-13,,,cash,2500.00,,,[LMS Deposit 0000095]  / Cash,
30494,2007-09-14,,,cash,195.00,,,[LMS Deposit 0000007] 014446 / Credit Card,
30576,2007-09-15,,,cash,195.00,,,[LMS Deposit 0000090]  / Credit Card,
30578,2007-09-15,,,cash,1765.00,,,[LMS Deposit 0000092] 001289 / Credit Card,
30580,2007-09-15,,,cash,330.00,,,[LMS Deposit 0000094]  / Cash,
30582,2007-09-15,,,cash,65.00,,,[LMS Deposit 0000096]  / Cash,
32639,2007-09-15,,,cash,787.50,,,[LMS Deposit 0002166]  / Cash,
30490,2007-09-17,,,cash,200.00,,,[LMS Deposit 0000003] Met @ Ingle / Cash,
30524,2007-09-17,,,cash,500.00,,,[LMS Deposit 0000037]  / Check,
30489,2007-09-18,,,cash,37.05,,,[LMS Deposit 0000002] Auth#041204 / Credit Card,
30491,2007-09-19,,,cash,250.00,,,[LMS Deposit 0000004]  / Cash,
30492,2007-09-19,,,cash,29.25,,,[LMS Deposit 0000005] Auth071946 / Credit Card,
30493,2007-09-19,,,cash,130.00,,,[LMS Deposit 0000006] Auth#166751 / Credit Card,
30495,2007-09-19,,,cash,195.00,,,[LMS Deposit 0000008] 013499 / Credit Card,
30518,2007-09-19,,,cash,195.00,,,[LMS Deposit 0000031] 418690 / Credit Card,
30584,2007-09-19,,,cash,1120.00,,,[LMS Deposit 0000098] 572834 / Credit Card,
30496,2007-09-21,,,cash,195.00,,,[LMS Deposit 0000009]  / Cash,
30501,2007-09-21,,,cash,200.00,,,[LMS Deposit 0000014]  / Cash,
30502,2007-09-21,,,cash,195.00,,,[LMS Deposit 0000015]  / Credit Card,
30671,2007-09-21,,,cash,165.00,,,[LMS Deposit 0000185]  / Check,
30672,2007-09-21,,,cash,165.00,,,[LMS Deposit 0000186]  / Check,
30504,2007-09-22,,,cash,303.75,,,[LMS Deposit 0000017]  / Cash,
30505,2007-09-22,,,cash,195.00,,,[LMS Deposit 0000018]  / Cash,
30506,2007-09-22,,,cash,65.00,,,[LMS Deposit 0000019]  / Credit Card,
30511,2007-09-22,,,cash,195.00,,,[LMS Deposit 0000024]  / Cash,
30512,2007-09-22,,,cash,877.50,,,[LMS Deposit 0000025]  / Cash,
30510,2007-09-23,,,cash,390.00,,,[LMS Deposit 0000023]  / Cash,
30513,2007-09-23,,,cash,110.00,,,[LMS Deposit 0000026]  / Debit Cards,
30519,2007-09-23,,,cash,195.00,,,[LMS Deposit 0000032]  / Credit Card,
30521,2007-09-24,,,cash,65.00,,,[LMS Deposit 0000034] 124567 / Credit Card,
30522,2007-09-24,,,cash,65.00,,,[LMS Deposit 0000035] 124567 / Credit Card,
30527,2007-09-24,,,cash,195.00,,,[LMS Deposit 0000040]  / Credit Card,
30537,2007-09-24,,,cash,165.00,,,[LMS Deposit 0000050] 435993 / Credit Card,
30538,2007-09-24,,,cash,60.00,,,[LMS Deposit 0000051] At Tim Hortons Dt / Cash,
30547,2007-09-26,,,cash,200.00,,,[LMS Deposit 0000060]  / ,
30549,2007-09-26,,,cash,1000.00,,,[LMS Deposit 0000062] Deposit On Trip / Check,
30556,2007-09-27,,,cash,200.00,,,[LMS Deposit 0000070] Pd Lisa / Cash,
30559,2007-09-27,,,cash,130.00,,,[LMS Deposit 0000073] 135509 / Credit Card,
30560,2007-09-27,,,cash,165.00,,,[LMS Deposit 0000074] 027242 / Credit Card,
30561,2007-09-27,,,cash,65.00,,,[LMS Deposit 0000075]  / Credit Card,
30562,2007-09-27,,,cash,65.00,,,[LMS Deposit 0000076] 032843 / Credit Card,
30565,2007-09-28,,,cash,195.00,,,[LMS Deposit 0000079] 487916 / Credit Card,
30566,2007-09-28,,,cash,195.00,,,[LMS Deposit 0000080] 447122 / Credit Card,
30567,2007-09-28,,,cash,390.00,,,[LMS Deposit 0000081]  / Credit Card,
30586,2007-09-29,,,cash,930.25,,,[LMS Deposit 0000100] 194736 / Credit Card,
30583,2007-09-30,,,cash,430.00,,,[LMS Deposit 0000097]  / Cash,
30585,2007-09-30,,,cash,647.50,,,[LMS Deposit 0000099] 030940 / Credit Card,
30587,2007-09-30,,,cash,220.00,,,[LMS Deposit 0000101]  / Credit Card,
30588,2007-10-01,,,cash,195.00,,,[LMS Deposit 0000102]  / Credit Card,
30589,2007-10-01,,,cash,195.00,,,[LMS Deposit 0000103] 001925 / Credit Card,
30590,2007-10-01,,,cash,195.00,,,[LMS Deposit 0000104]  / Credit Card,
30591,2007-10-01,,,cash,165.00,,,[LMS Deposit 0000105]  / Credit Card,
30592,2007-10-02,,,cash,165.00,,,[LMS Deposit 0000106] 077667 / Credit Card,
30593,2007-10-02,,,cash,165.00,,,[LMS Deposit 0000107] 018810 / Credit Card,
30594,2007-10-02,,,cash,137.80,,,[LMS Deposit 0000108] 002891 / Credit Card,
30595,2007-10-02,,,cash,174.90,,,[LMS Deposit 0000109] 002891 / Credit Card,
30596,2007-10-02,,,cash,206.70,,,[LMS Deposit 0000110] 002891 / Credit Card,
30597,2007-10-02,,,cash,165.00,,,[LMS Deposit 0000111] 002357 / Credit Card,
30598,2007-10-02,,,cash,200.00,,,[LMS Deposit 0000112]  / Cash,
30678,2007-10-02,,,cash,250.00,,,[LMS Deposit 0000192]  / Check,
30599,2007-10-04,,,cash,83.90,,,[LMS Deposit 0000113] 187503 / Credit Card,
30600,2007-10-04,,,cash,250.00,,,[LMS Deposit 0000114] 173059 / Debit Cards,
30601,2007-10-04,,,cash,500.00,,,[LMS Deposit 0000115]  / Cash,
30607,2007-10-04,,,cash,130.00,,,[LMS Deposit 0000121]  / Cash,
30608,2007-10-04,,,cash,195.00,,,[LMS Deposit 0000122] 012591 / Credit Card,
30609,2007-10-05,,,cash,165.00,,,[LMS Deposit 0000123] 005567 / Credit Card,
30616,2007-10-05,,,cash,9.90,,,[LMS Deposit 0000130]  / Cash,
30602,2007-10-06,,,cash,63.60,,,[LMS Deposit 0000116] 182917 / Credit Card,
30604,2007-10-06,,,cash,780.00,,,[LMS Deposit 0000118] Cheque# 118 / Check,
30605,2007-10-06,,,cash,145.60,,,[LMS Deposit 0000119]  / Cash,
30606,2007-10-06,,,cash,130.00,,,[LMS Deposit 0000120] 037873 / Credit Card,
30610,2007-10-06,,,cash,195.00,,,[LMS Deposit 0000124] 488026 / Credit Card,
30612,2007-10-06,,,cash,195.00,,,[LMS Deposit 0000126] 006042 / Credit Card,
30615,2007-10-06,,,cash,141.70,,,[LMS Deposit 0000129] 007574 / Credit Card,
30673,2007-10-06,,,cash,784.00,,,[LMS Deposit 0000187] 006983 / Credit Card,
30603,2007-10-09,,,cash,349.80,,,[LMS Deposit 0000117] R69279 / Credit Card,
30611,2007-10-09,,,cash,65.00,,,[LMS Deposit 0000125] 151601 / Credit Card,
30613,2007-10-09,,,cash,68.90,,,[LMS Deposit 0000127] 162746 / Credit Card,
30614,2007-10-09,,,cash,65.00,,,[LMS Deposit 0000128] Unknown / Credit Card,
30617,2007-10-09,,,cash,385.00,,,[LMS Deposit 0000131] #180 ATB 07579 / Check,
30618,2007-10-09,,,cash,165.00,,,[LMS Deposit 0000132] 009088 / Credit Card,
30619,2007-10-10,,,cash,413.40,,,[LMS Deposit 0000133] 054815 / Credit Card,
30620,2007-10-10,,,cash,195.00,,,[LMS Deposit 0000134] 097119 / Credit Card,
30621,2007-10-10,,,cash,195.00,,,[LMS Deposit 0000135] 078782 / Credit Card,
30622,2007-10-12,,,cash,262.35,,,[LMS Deposit 0000136]  / Cash,
30623,2007-10-12,,,cash,206.70,,,[LMS Deposit 0000137] 214591 / Credit Card,
30624,2007-10-12,,,cash,210.00,,,[LMS Deposit 0000138] 111633 / Credit Card,
30651,2007-10-12,,,cash,218.40,,,[LMS Deposit 0000165]  / Cash,
30652,2007-10-12,,,cash,195.00,,,[LMS Deposit 0000166]  / Cash,
30625,2007-10-13,,,cash,174.90,,,[LMS Deposit 0000139] 093085 / Credit Card,
30650,2007-10-13,,,cash,548.80,,,[LMS Deposit 0000164]  / Cash,
30658,2007-10-13,,,cash,585.00,,,[LMS Deposit 0000172]  / Cash,
30663,2007-10-13,,,cash,130.00,,,[LMS Deposit 0000177] R55856 / Credit Card,
30626,2007-10-14,,,cash,200.00,,,[LMS Deposit 0000140]  / Cash,
30648,2007-10-15,,,cash,174.90,,,[LMS Deposit 0000162]  / Check,
30649,2007-10-15,,,cash,349.80,,,[LMS Deposit 0000163]  / Check,
30631,2007-10-16,,,cash,668.43,,,[LMS Deposit 0000145] 17 Oct 2007 / Credit Card,
30627,2007-10-17,,,cash,137.00,,,[LMS Deposit 0000141]  / Credit Card,
30628,2007-10-17,,,cash,174.90,,,[LMS Deposit 0000142] 023541 / Credit Card,
30629,2007-10-19,,,cash,137.80,,,[LMS Deposit 0000143] 036379 / Credit Card,
30630,2007-10-20,,,cash,1500.00,,,[LMS Deposit 0000144] 035411 / Credit Card,
30634,2007-10-20,,,cash,290.00,,,[LMS Deposit 0000148]  / Cash,
30645,2007-10-20,,,cash,100.00,,,[LMS Deposit 0000159] 017360 / Credit Card,
30633,2007-10-21,,,cash,520.00,,,[LMS Deposit 0000147] 052253 / Credit Card,
30665,2007-10-21,,,cash,130.00,,,[LMS Deposit 0000179]  / Cash,
30632,2007-10-22,,,cash,250.00,,,[LMS Deposit 0000146] 080141 / Credit Card,
30635,2007-10-22,,,cash,210.00,,,[LMS Deposit 0000149] 190834 / Credit Card,
30637,2007-10-22,,,cash,300.00,,,[LMS Deposit 0000151] 035578 / Credit Card,
30636,2007-10-23,,,cash,65.00,,,[LMS Deposit 0000150] 103167 / Credit Card,
30638,2007-10-24,,,cash,940.10,,,[LMS Deposit 0000152] 021374 / Credit Card,
30639,2007-10-24,,,cash,137.80,,,[LMS Deposit 0000153]  / Cash,
30640,2007-10-24,,,cash,206.70,,,[LMS Deposit 0000154] 096077 / Credit Card,
30668,2007-10-25,,,cash,206.70,,,[LMS Deposit 0000182] 188371 / Credit Card,
30641,2007-10-26,,,cash,174.90,,,[LMS Deposit 0000155] 087832 / Credit Card,
30642,2007-10-26,,,cash,206.70,,,[LMS Deposit 0000156] 004769 / Credit Card,
30643,2007-10-26,,,cash,130.00,,,[LMS Deposit 0000157] 035764 / Credit Card,
30644,2007-10-26,,,cash,206.70,,,[LMS Deposit 0000158]  / Cash,
30646,2007-10-26,,,cash,195.00,,,[LMS Deposit 0000160] 045559 / Credit Card,
30647,2007-10-26,,,cash,20.00,,,[LMS Deposit 0000161]  / Cash,
30655,2007-10-26,,,cash,206.70,,,[LMS Deposit 0000169] 045254 / Credit Card,
30659,2007-10-26,,,cash,60.00,,,[LMS Deposit 0000173]  / Cash,
30660,2007-10-26,,,cash,65.00,,,[LMS Deposit 0000174]  / Cash,
30653,2007-10-27,,,cash,292.50,,,[LMS Deposit 0000167] 185111 / Credit Card,
30654,2007-10-27,,,cash,584.99,,,[LMS Deposit 0000168] 185111 / Debit Cards,
30664,2007-10-27,,,cash,380.00,,,[LMS Deposit 0000178]  / Cash,
30656,2007-10-28,,,cash,910.00,,,[LMS Deposit 0000170] 041050 / Credit Card,
30657,2007-10-28,,,cash,682.65,,,[LMS Deposit 0000171]  / Cash,
30661,2007-10-28,,,cash,68.90,,,[LMS Deposit 0000175] 028628 / Credit Card,
30662,2007-10-28,,,cash,68.90,,,[LMS Deposit 0000176] 028084 / Credit Card,
30666,2007-10-28,,,cash,1.06,,,[LMS Deposit 0000180] Fundraiser / Cash,
30667,2007-10-29,,,cash,137.80,,,[LMS Deposit 0000181] 003953 / Credit Card,
30669,2007-10-29,,,cash,195.00,,,[LMS Deposit 0000183] 029042 / Credit Card,
30670,2007-10-29,,,cash,200.00,,,[LMS Deposit 0000184]  / Cash,
30674,2007-10-29,,,cash,137.80,,,[LMS Deposit 0000188] 029947 / Credit Card,
30676,2007-10-30,,,cash,206.70,,,[LMS Deposit 0000190] 073002 / Credit Card,
30675,2007-10-31,,,cash,137.80,,,[LMS Deposit 0000189] 200175 / Credit Card,
30677,2007-10-31,,,cash,177.80,,,[LMS Deposit 0000191] 045521 / Debit Cards,
30683,2007-10-31,,,cash,206.70,,,[LMS Deposit 0000197] 093925 / Credit Card,
30679,2007-11-01,,,cash,144.00,,,[LMS Deposit 0000193] 130658 / Credit Card,
30680,2007-11-02,,,cash,194.90,,,[LMS Deposit 0000194]  / Credit Card,
30681,2007-11-02,,,cash,141.70,,,[LMS Deposit 0000195] 147462 / Credit Card,
30682,2007-11-02,,,cash,696.80,,,[LMS Deposit 0000196]  / Cash,
30701,2007-11-02,,,cash,715.50,,,[LMS Deposit 0000215]  / Cash,
30686,2007-11-03,,,cash,238.50,,,[LMS Deposit 0000200] 096033 / Credit Card,
30702,2007-11-03,,,cash,874.50,,,[LMS Deposit 0000216] 013120 / Credit Card,
30684,2007-11-04,,,cash,294.00,,,[LMS Deposit 0000198] 052574 / Credit Card,
30703,2007-11-04,,,cash,779.10,,,[LMS Deposit 0000217] 162035 / Credit Card,
30685,2007-11-05,,,cash,682.80,,,[LMS Deposit 0000199]  / Cash,
30687,2007-11-05,,,cash,689.00,,,[LMS Deposit 0000201] 213593 / Credit Card,
30688,2007-11-05,,,cash,413.40,,,[LMS Deposit 0000202] 213593 / Credit Card,
30689,2007-11-05,,,cash,223.93,,,[LMS Deposit 0000203] 045850 / Credit Card,
30690,2007-11-05,,,cash,759.50,,,[LMS Deposit 0000204] 045850 / Credit Card,
30691,2007-11-05,,,cash,50.00,,,[LMS Deposit 0000205] 045850 / Credit Card,
30692,2007-11-05,,,cash,174.90,,,[LMS Deposit 0000206] 001316 / Credit Card,
30693,2007-11-05,,,cash,174.90,,,[LMS Deposit 0000207] 403061 / Credit Card,
30694,2007-11-05,,,cash,100.00,,,[LMS Deposit 0000208] 001466 / Check,
30704,2007-11-05,,,cash,45.00,,,[LMS Deposit 0000218] 001466 / Check,
30705,2007-11-05,,,cash,45.00,,,[LMS Deposit 0000219] 001466 / Check,
30706,2007-11-05,,,cash,175.00,,,[LMS Deposit 0000220] 001466 / Check,
30707,2007-11-05,,,cash,135.00,,,[LMS Deposit 0000221] 001466 / Check,
30695,2007-11-07,,,cash,206.70,,,[LMS Deposit 0000209] 062518 / Credit Card,
30696,2007-11-07,,,cash,174.90,,,[LMS Deposit 0000210] 005941 / Credit Card,
30697,2007-11-07,,,cash,174.90,,,[LMS Deposit 0000211] 012718 / Credit Card,
30698,2007-11-07,,,cash,174.90,,,[LMS Deposit 0000212] 007495 / Credit Card,
30699,2007-11-07,,,cash,174.90,,,[LMS Deposit 0000213] 054669 / Credit Card,
30700,2007-11-07,,,cash,174.90,,,[LMS Deposit 0000214] 045661 / Credit Card,
30708,2007-11-08,,,cash,68.90,,,[LMS Deposit 0000222] 069233 / Credit Card,
30709,2007-11-09,,,cash,206.70,,,[LMS Deposit 0000223]  / Credit Card,
30710,2007-11-09,,,cash,60.00,,,[LMS Deposit 0000224]  / Cash,
30741,2007-11-09,,,cash,20.00,,,[LMS Deposit 0000255]  / Cash,
30742,2007-11-09,,,cash,137.80,,,[LMS Deposit 0000256] 007245 / Credit Card,
30714,2007-11-10,,,cash,373.40,,,[LMS Deposit 0000228]  / Cash,
30715,2007-11-10,,,cash,150.00,,,[LMS Deposit 0000229] 005331 / Credit Card,
30716,2007-11-10,,,cash,623.45,,,[LMS Deposit 0000230]  / Cash,
30736,2007-11-10,,,cash,413.40,,,[LMS Deposit 0000250] 043209 / Credit Card,
30737,2007-11-10,,,cash,822.90,,,[LMS Deposit 0000251] 055934 / Credit Card,
30711,2007-11-11,,,cash,510.00,,,[LMS Deposit 0000225]  / Check,
30712,2007-11-11,,,cash,470.00,,,[LMS Deposit 0000226]  / Check,
30713,2007-11-11,,,cash,390.00,,,[LMS Deposit 0000227]  / Check,
30726,2007-11-12,,,cash,651.50,,,[LMS Deposit 0000240] 012748 / Credit Card,
30717,2007-11-13,,,cash,65.00,,,[LMS Deposit 0000231] 185146 / Credit Card,
30718,2007-11-13,,,cash,65.00,,,[LMS Deposit 0000232] 190301 / Credit Card,
30730,2007-11-13,,,cash,645.00,,,[LMS Deposit 0000244] 451379 / Credit Card,
30734,2007-11-13,,,cash,206.70,,,[LMS Deposit 0000248] 000631 / Credit Card,
30719,2007-11-14,,,cash,413.40,,,[LMS Deposit 0000233] 004479 / Check,
30723,2007-11-15,,,cash,100.00,,,[LMS Deposit 0000237]  / Cash,
30724,2007-11-15,,,cash,0.01,,,[LMS Deposit 0000238]  / Cash,
30725,2007-11-15,,,cash,206.70,,,[LMS Deposit 0000239] 024316 / Credit Card,
30720,2007-11-16,,,cash,182.80,,,[LMS Deposit 0000234] 017539 / Credit Card,
30721,2007-11-17,,,cash,1038.10,,,[LMS Deposit 0000235] 073206 / Credit Card,
30722,2007-11-17,,,cash,137.80,,,[LMS Deposit 0000236] 024543 / Credit Card,
30731,2007-11-17,,,cash,1.06,,,[LMS Deposit 0000245]  / Cash,
30732,2007-11-17,,,cash,932.48,,,[LMS Deposit 0000246] 036866 / Credit Card,
30733,2007-11-18,,,cash,87.45,,,[LMS Deposit 0000247] 035189 / Credit Card,
30727,2007-11-20,,,cash,174.90,,,[LMS Deposit 0000241] 019488 / Credit Card,
30728,2007-11-20,,,cash,371.00,,,[LMS Deposit 0000242] 368 Comm. Savings / Check,
30729,2007-11-20,,,cash,600.00,,,[LMS Deposit 0000243]  / Cash,
30735,2007-11-20,,,cash,220.00,,,[LMS Deposit 0000249]  / ,
30738,2007-11-21,,,cash,441.00,,,[LMS Deposit 0000252] 109929 & 187707 / Credit Card,
30739,2007-11-21,,,cash,855.15,,,[LMS Deposit 0000253] 025915 / Credit Card,
30740,2007-11-21,,,cash,79.50,,,[LMS Deposit 0000254] 068847 / Credit Card,
30812,2007-11-23,,,cash,1080.00,,,[LMS Deposit 0000326] 044178 / Credit Card,
30753,2007-11-24,,,cash,206.70,,,[LMS Deposit 0000267] 011019 / Credit Card,
30810,2007-11-24,,,cash,349.80,,,[LMS Deposit 0000324] 027246 / Credit Card,
30811,2007-11-24,,,cash,65.00,,,[LMS Deposit 0000325] 028220 / Credit Card,
30813,2007-11-24,,,cash,200.00,,,[LMS Deposit 0000327]  / Cash,
30814,2007-11-24,,,cash,0.80,,,[LMS Deposit 0000328]  / Cash,
30806,2007-11-26,,,cash,206.70,,,[LMS Deposit 0000320] 050556 / Credit Card,
30807,2007-11-27,,,cash,196.63,,,[LMS Deposit 0000321] 122335 / Credit Card,
30808,2007-11-27,,,cash,231.70,,,[LMS Deposit 0000322] 100068 / Credit Card,
30809,2007-11-27,,,cash,150.00,,,[LMS Deposit 0000323] 311029 / Debit Cards,
30823,2007-11-28,,,cash,1271.41,,,[LMS Deposit 0000337] 005561 / Check,
30857,2007-11-28,,,cash,245.70,,,[LMS Deposit 0000371] 181289 / Credit Card,
30837,2007-11-29,,,cash,206.70,,,[LMS Deposit 0000351]  / ,
30839,2007-11-29,,,cash,0.01,,,[LMS Deposit 0000353]  / Cash,
30840,2007-11-29,,,cash,174.90,,,[LMS Deposit 0000354] 013167 / Credit Card,
30841,2007-11-29,,,cash,206.70,,,[LMS Deposit 0000355]  / Credit Card,
30847,2007-11-29,,,cash,174.90,,,[LMS Deposit 0000361] 092817 / Credit Card,
30858,2007-11-30,,,cash,620.10,,,[LMS Deposit 0000372] 182276 / Credit Card,
30860,2007-11-30,,,cash,100.00,,,[LMS Deposit 0000374]  / Cash,
30876,2007-12-01,,,cash,174.90,,,[LMS Deposit 0000390] 001778 / Credit Card,
30878,2007-12-01,,,cash,585.65,,,[LMS Deposit 0000392] 008563 & 081677 / Credit Card,
30879,2007-12-01,,,cash,1130.15,,,[LMS Deposit 0000393] 008563 & 081677 / Credit Card,
31237,2007-12-01,,,cash,1397.90,,,[LMS Deposit 0000754]  / Check,
31366,2007-12-01,,,cash,42.40,,,[LMS Deposit 0000883]  / Cash,
30848,2007-12-03,,,cash,286.65,,,[LMS Deposit 0000362]  / Credit Card,
30849,2007-12-03,,,cash,204.75,,,[LMS Deposit 0000363] 184688 / Credit Card,
30850,2007-12-03,,,cash,137.80,,,[LMS Deposit 0000364] 003099 / Credit Card,
30851,2007-12-03,,,cash,137.80,,,[LMS Deposit 0000365] 062339 / Credit Card,
30852,2007-12-03,,,cash,137.50,,,[LMS Deposit 0000366] 091656 / Credit Card,
30853,2007-12-03,,,cash,125.60,,,[LMS Deposit 0000367]  / Cash,
